unmod1,human,vleng,Andrev2015,muscle,pc3,channel_name
0.1120531,0.20526576,0.08218784,-0.16328332,0.1449927,-0.090164684,filter_0
0.06825798,0.023775345,0.0944755,0.1610518,-0.2869862,0.07569061,filter_1
0.12613373,0.09684256,0.025978262,-0.30667913,-0.07377248,-0.26235038,filter_2
-0.09137862,-0.34799406,0.021090223,0.08358703,0.036192007,-0.03525053,filter_3
0.11052624,0.03635034,0.020470994,-0.018947586,-0.31260094,-0.07127888,filter_4
-0.06803726,0.018810192,0.06660662,-0.028288161,0.19756357,0.03338408,filter_5
-0.0651874,-0.021407211,-0.024967778,0.12088034,0.03145133,0.10340845,filter_6
-0.19836359,-0.11265498,-0.10023036,0.11509114,0.3952472,0.21306662,filter_7
0.27347267,0.16016957,0.24969177,0.17666815,0.08932265,-0.0028626735,filter_8
0.27162033,0.16846487,0.24324957,-0.18895441,0.042597726,-0.27774245,filter_9
0.18496001,0.25074637,0.144999,0.094066374,0.024703411,0.18042514,filter_10
0.07922432,0.32980844,-0.008135996,-0.58596253,-0.18859862,-0.4763,filter_11
0.25413117,0.20540276,0.22839394,0.33439696,0.033845685,0.124103434,filter_12
0.13597809,0.15471359,0.09874162,0.04759022,0.16028953,-0.0006363983,filter_13
-0.08192273,-0.16629797,-0.08569985,-0.08094747,-0.1206127,-0.018474558,filter_14
-0.029494189,0.036153235,-0.0908754,0.10520022,0.19396356,0.14683084,filter_15
-0.102860905,-0.1511363,-0.13620345,-0.044071876,0.075898044,0.11465209,filter_16
-0.33933133,-0.23733594,-0.22539292,0.032624435,-0.054198373,0.047556743,filter_17
0.10031649,-0.080155805,0.10017734,0.048106976,-0.086798295,0.29081836,filter_18
0.16422142,0.17152044,0.06922244,-0.055072125,0.20696141,-0.29069373,filter_19
0.17412445,0.14249945,0.06394903,-0.25998244,-0.1554384,0.100980766,filter_20
0.09971434,0.10136929,0.059888627,0.12789936,-0.17701809,-0.05443488,filter_21
-0.084541894,-0.058169387,-0.20001544,0.006442335,0.010920691,-0.009354069,filter_22
0.013427567,-0.047001224,-0.052020606,-0.2491867,-0.1457959,-0.13482334,filter_23
0.040717304,0.09028921,0.017004095,0.09672527,0.024795063,0.103405744,filter_24
-0.16442966,-0.041143227,-0.10252192,0.012310414,0.20082073,-0.30688602,filter_25
0.1096886,0.12562835,-0.0015808239,0.119583584,-0.3164147,0.054707587,filter_26
0.05892642,0.05666139,0.022816397,-0.080149315,0.009533586,0.059315052,filter_27
0.2485399,0.32690182,0.2721525,0.17304234,0.18869223,0.15052427,filter_28
-0.0036315557,-0.0037199568,-0.011108723,-0.25239074,-0.052245572,0.13112663,filter_29
0.16750206,0.16079111,0.058994066,-0.21826206,-0.0744264,-0.06270406,filter_30
-0.018364297,0.07984431,-0.013415443,-0.08742196,-0.18857962,-0.14741465,filter_31
0.13910763,0.13220936,0.11301129,0.09884034,-0.064721644,-0.19139138,filter_32
-0.05198041,-0.0164367,0.040783327,0.008838598,-0.24177323,0.063816756,filter_33
-0.10008603,0.023084318,-0.045876045,0.24596712,-0.011964349,0.106156066,filter_34
0.0304762,0.16359739,0.04990413,0.20710075,0.13623971,-0.05701696,filter_35
-0.16318074,-0.16894831,-0.22065657,-0.021720398,0.2290353,0.10293227,filter_36
-0.16909315,-0.15639128,0.045561507,-0.054813914,0.15549225,-0.18682848,filter_37
-0.21741576,-0.17497985,-0.23998325,-0.041973103,0.26954868,-0.09241761,filter_38
0.051986255,0.16336147,0.06471787,-0.12454299,-0.12824534,-0.026776193,filter_39
0.16378628,0.26118523,0.17176871,0.12413668,-0.10198872,0.18491806,filter_40
0.19590598,0.08819643,0.107194595,0.081475556,0.14720051,0.11675378,filter_41
0.14309554,0.1632545,0.09707064,0.03477088,-0.12061388,-0.13111533,filter_42
0.09527176,0.3203761,0.14861703,0.2079779,0.45832306,-0.0994689,filter_43
0.035381507,0.039966103,0.018716339,0.18446912,0.0141320415,-0.050566625,filter_44
-0.026535915,0.13523747,-0.007928445,-0.2973638,-0.18126419,-0.3459818,filter_45
0.08645011,-0.10408307,0.13095362,-0.104660764,0.20892808,0.15135612,filter_46
-0.09442596,-0.16259333,-0.10329197,0.20989549,0.15672024,0.016866839,filter_47
0.04821317,0.033283927,0.16442634,-0.083186634,-0.04185336,0.07385147,filter_48
0.076989755,0.1757994,-0.024550317,0.07309134,-0.10034305,0.26312134,filter_49
0.1880122,0.09586033,0.23624766,-0.11383393,-0.083930224,0.002222241,filter_50
-0.08980504,-0.042907648,-0.09398866,-0.17230074,-0.06424455,-0.13741095,filter_51
0.2243981,0.18269858,0.32861164,-0.0003206992,0.09218652,-0.14077124,filter_52
-0.11259296,-0.121626586,-0.19916834,0.07444519,-0.12105024,-0.004617455,filter_53
-0.058271192,0.037090007,-0.04639591,0.0042641037,0.03584641,0.08006579,filter_54
-0.40222117,-0.38311738,-0.5029515,-0.074694544,-0.17635238,0.013557489,filter_55
-0.07631618,-0.2361855,-0.032890033,0.32540146,0.17392959,-0.0115915,filter_56
0.22062814,0.15880877,0.104626596,-0.21961226,-0.0018208735,-0.32078886,filter_57
-0.19058356,-0.23639321,-0.27192807,-0.05762183,-0.05408287,0.1258787,filter_58
-0.31921756,-0.17205203,-0.21747153,0.24008258,0.47586462,0.20698518,filter_59
-0.18995374,-0.17219436,-0.16593179,-0.048349336,0.048428442,-0.03286737,filter_60
-0.15307611,-0.15365022,-0.0875465,0.13847245,-0.35873348,-0.11853866,filter_61
-0.056120194,0.0064008287,-0.1462099,0.003203153,0.13105401,-0.0010138851,filter_62
-0.31592667,-0.089684285,-0.2986865,-0.00046545526,-0.141773,0.03915077,filter_63
0.07949009,-0.04056217,0.16610783,-0.066364825,0.009378824,-0.06952543,filter_64
0.20477052,0.25409606,0.17052613,-0.0356744,0.042243563,0.09210909,filter_65
0.22707413,0.17908745,0.25081244,-0.09753419,-0.15819904,-0.13434304,filter_66
-0.029400382,0.012157801,-0.12369739,-0.09339052,-0.04897425,-0.233522,filter_67
-0.06205742,-0.14452882,-0.046150003,0.17567487,-0.15300271,0.15966326,filter_68
-0.05207033,0.003581048,-0.10508917,0.19171867,0.2476654,0.25289306,filter_69
-0.48969296,-0.3162014,-0.29655436,-0.057708744,-0.0029265247,-0.10029374,filter_70
-0.3444727,-0.29121676,-0.30008456,-0.50469244,0.042650882,-0.17016393,filter_71
-0.3539903,-0.2488308,-0.25077054,0.24828304,-0.1965475,0.14034079,filter_72
0.057919975,0.13264094,-0.0031863288,-0.009689206,0.043153603,0.08666928,filter_73
0.016045503,-0.10585493,-0.086174235,-0.01830728,0.030211562,-0.18719694,filter_74
-0.31241477,-0.04131885,-0.24532305,0.037908487,-0.24204952,0.09351355,filter_75
0.002212456,0.055864614,0.08923228,0.3000091,-0.012137865,0.21347709,filter_76
0.1245166,0.16227852,0.1453576,0.072804175,0.07907999,-0.0030530049,filter_77
0.02310812,0.24565601,0.12406965,-0.026675513,0.123335354,0.009416438,filter_78
0.08827009,0.031647824,0.018254803,-0.42571425,0.023261283,-0.38435552,filter_79
0.07908844,-0.09013332,0.03131201,-0.014217538,-0.11072821,-0.106525995,filter_80
0.1719964,0.19237895,0.19773036,-0.09072946,-0.032191996,-0.049246192,filter_81
0.2706339,0.20801507,0.23963249,0.13235442,-0.10082308,0.1281011,filter_82
0.049269382,-0.16187552,0.03432175,-0.09298134,0.16679867,0.008856192,filter_83
0.1222517,0.023711978,0.094950855,0.058723755,0.021798821,0.05170096,filter_84
0.14538355,0.12791443,0.16353604,0.06265032,0.06995204,0.021936348,filter_85
0.09571551,0.17962033,0.020682948,-0.27477083,0.0045473482,-0.30556053,filter_86
0.05767149,-0.096000664,0.013279048,0.18126345,-0.27365407,0.34842947,filter_87
0.056964297,-0.06715309,0.05964709,0.034583405,-0.49356183,0.24792138,filter_88
-0.09025248,0.07222418,-0.05874315,0.17800705,-0.013643491,0.2659588,filter_89
0.26453096,0.27606222,0.12912458,-0.02235315,0.06676882,-0.012437496,filter_90
-0.09901284,-0.054436356,-0.06944111,0.08114671,-0.086309865,0.064867765,filter_91
0.11897103,0.07163161,-0.02126346,-0.20997001,0.08359705,0.06946084,filter_92
-0.6468617,-0.47698435,-0.6713883,0.022040939,0.086447634,-0.050869904,filter_93
-0.105300784,-0.018950267,-0.01357151,0.11480574,0.06478041,-0.24672021,filter_94
-0.26845577,-0.25633466,-0.13430567,0.21906295,0.21206284,0.52369994,filter_95
0.24987078,0.19090821,0.1919794,0.28826883,-0.13202488,0.11458575,filter_96
-0.029672677,-0.016917259,-0.01365744,-0.07847296,-0.23900451,-0.32234386,filter_97
0.0937688,0.1699962,0.12113379,-0.07427847,-0.037408914,0.2543474,filter_98
-0.11412036,-0.10021021,-0.11528652,-0.17735563,0.13834798,-0.08953164,filter_99
0.16965547,0.23322599,0.1778062,0.07256411,-0.15200792,-0.05159023,filter_100
0.07417389,0.13223083,0.07197092,-0.39645192,-0.08178814,0.019960342,filter_101
-0.124687806,-0.09730772,-0.030595686,-0.027831458,-0.14166714,0.14391461,filter_102
0.025947822,-0.08920132,-0.0046240324,-0.21128508,0.16371349,-0.007066811,filter_103
-0.23585477,-0.10564419,-0.10058814,0.10425834,0.029554738,0.21619748,filter_104
0.07999203,-0.00031468744,0.0649806,0.09810291,-0.064897045,0.040137876,filter_105
0.18915455,0.16802785,0.15102573,-0.1700999,0.20409214,-0.20097917,filter_106
0.22226891,0.30030903,0.15702863,-0.033118222,-0.019602124,0.056328185,filter_107
0.10710042,0.15467685,0.15282318,0.21668354,-0.25370276,0.20267786,filter_108
-0.53161913,-0.37059492,-0.4206907,0.001449241,0.0058939545,-0.02755445,filter_109
-0.0015132931,-0.029456865,-0.05006929,-0.09441008,0.26177892,-0.11540174,filter_110
-0.09107434,-0.03494442,-0.1121772,0.18011421,0.00016741829,-0.07040746,filter_111
0.09911073,0.036067933,0.16756599,0.03239561,0.027595885,0.1898838,filter_112
0.14095378,0.21669497,0.087483205,0.15202783,-0.13328603,0.09890042,filter_113
-0.12102358,0.032273833,-0.20663881,0.15139993,-0.1343866,-0.15920746,filter_114
-0.1865855,-0.26275104,-0.21834189,-0.2078237,0.032012057,0.14705385,filter_115
0.103030466,0.22189933,0.020334145,0.036268868,-0.15562724,-0.069703884,filter_116
0.10501152,-0.018877247,0.060393162,0.07321291,0.13934302,0.32145044,filter_117
-0.3130466,-0.1817709,-0.13897476,0.017139358,0.04112976,0.009245692,filter_118
0.080892354,0.12731428,-0.00053252355,-0.47652248,-0.111398645,-0.4080132,filter_119
0.026957966,0.06820354,-0.0056765513,0.016961336,0.031448692,0.14022808,filter_120
-0.36790198,-0.25358078,-0.4158092,-0.09270783,-0.1592444,0.12965511,filter_121
0.23723727,0.29097337,0.13148211,-0.13314837,0.0862151,0.1619402,filter_122
0.11076001,-0.021088008,0.13706112,0.18493973,0.0076992866,0.14644538,filter_123
-0.60167193,-0.59486157,-0.33189845,0.040045924,-0.016285697,0.13282445,filter_124
-0.010144871,-0.05661683,-0.06929371,-0.11691514,0.27154896,0.03131317,filter_125
0.046488434,0.06543611,-0.021939412,-0.07819718,-0.19796057,-0.119632855,filter_126
-0.08600927,-0.03655207,0.056569196,0.13208602,0.102653146,0.016881738,filter_127
0.025219856,0.049408317,0.038851272,-0.1619656,0.029070381,-0.050677396,filter_128
0.047967434,0.012221702,-0.067432195,0.024623422,0.10324835,0.14001204,filter_129
-0.5607674,-0.49468192,-0.4485358,-0.16253483,-0.16875626,0.102651544,filter_130
0.06851664,0.14260556,0.059919722,0.20126598,-0.16140203,0.047859747,filter_131
0.13971882,0.14304915,0.13690014,-0.11467422,0.20220429,-0.04570682,filter_132
0.13377534,0.06858211,0.14913988,0.01002625,0.4148508,0.027649842,filter_133
0.027854692,-0.106727056,0.01108683,-0.28858006,-0.2746983,-0.2784263,filter_134
-0.023775019,-0.1478778,0.12885766,0.20725748,0.11003621,0.10052886,filter_135
0.16942663,0.054253086,0.22383124,0.07673354,-0.18550886,0.03654842,filter_136
0.052512396,0.08884257,0.041076023,-0.011194456,0.4079177,0.053123742,filter_137
-0.11474843,-0.055967204,-0.09950366,0.045321085,-0.09116318,0.046024267,filter_138
0.23402932,0.15692215,0.27311572,0.39506024,-0.014591822,0.25689417,filter_139
0.055189688,-0.05365207,0.00022475446,0.20973758,0.11706007,0.33340877,filter_140
0.042135485,-0.14497992,-0.07901956,0.022231504,-0.3303157,-0.3526891,filter_141
0.082174376,-0.012276871,0.113022394,0.336129,0.009810889,-0.012382553,filter_142
0.07854823,0.07578688,0.11638981,-0.041925114,-0.068189174,-0.22078843,filter_143
-0.043152425,0.094826095,-0.09688563,0.04139403,0.20356579,-0.009046991,filter_144
0.0030443633,0.029366706,-0.0038937319,-0.12066634,-0.04334964,-0.049165506,filter_145
0.0053700716,0.092030354,0.10069078,-0.057608925,0.08390572,-0.2923744,filter_146
0.14199945,0.18104133,0.07423634,-0.29440314,0.032360673,-0.16100436,filter_147
-0.01784802,0.10798173,-0.06280043,-0.084734716,-0.14573243,-0.0058037536,filter_148
-0.41608188,-0.2716542,-0.33609065,-0.09886303,0.12835997,-0.17762999,filter_149
0.045519717,0.013296517,-0.022265917,0.14369799,-0.15504232,-0.015046081,filter_150
0.06027334,0.10573359,0.06331697,0.09134223,0.013708705,0.11039258,filter_151
0.1392593,0.08948079,0.12049461,0.12420175,-0.116728984,0.24408457,filter_152
0.046775058,0.0006086972,0.022207798,0.07811989,-0.05663472,0.0815643,filter_153
0.10260975,0.18797004,0.08824819,-0.043695636,0.07157125,-0.107442275,filter_154
-0.2645683,-0.1820129,-0.13956742,0.15963915,0.07422718,-0.12507804,filter_155
0.051166665,-0.0021592733,0.094462514,-0.048869338,0.061216872,0.10168097,filter_156
0.35313833,0.22466138,0.3238773,-0.04288411,-0.06940451,0.07417311,filter_157
-0.119950704,-0.28682935,-0.19705164,-0.026768323,-0.06025155,-0.16354525,filter_158
0.055503704,0.08282734,0.08957652,-0.09802813,-0.22845428,0.006746344,filter_159
-0.06392401,-0.13034156,-0.004199885,0.22478871,0.4387224,-0.014842236,filter_160
0.16620106,0.12622337,0.1033718,-0.15455046,-0.10539672,0.044026583,filter_161
0.2159559,0.25035813,0.15422472,-0.13893615,0.07655497,0.17327704,filter_162
0.012256414,-0.079956874,-0.03521147,-0.24342923,-0.20607066,-0.0595196,filter_163
0.048290156,0.13413799,0.07236516,-0.021406716,0.1767395,0.027819283,filter_164
0.048616998,0.019874843,0.10538514,0.011790568,0.009731688,-0.12169959,filter_165
0.1821363,0.12688525,0.1966241,0.0718866,0.018208161,0.07554428,filter_166
-0.029942244,-0.105481856,0.08893238,0.07744462,-0.23045225,0.09286351,filter_167
0.028897725,-0.1400892,0.04586002,0.03435973,0.007194683,-0.05305802,filter_168
0.12621312,0.107244745,0.167014,-0.1723667,-0.12899356,-0.0031169353,filter_169
0.15418635,0.074276224,0.08289769,0.14348619,0.5064382,0.27155045,filter_170
0.046209976,0.11456595,-0.025425876,-0.018991143,0.03516136,0.11533598,filter_171
0.048307434,0.09916902,-0.05288853,-0.20567709,-0.15581724,-0.034550373,filter_172
0.012700378,-0.017847681,0.044297017,-0.104278654,0.12777516,-0.042058717,filter_173
-0.1184016,-0.14197007,-0.03200487,0.37129918,0.055386767,0.30435404,filter_174
-0.387447,-0.28666002,-0.36888796,0.2285713,0.26471996,0.16210538,filter_175
0.10611826,0.14856781,0.066868246,-0.1688393,-0.17056663,-0.252755,filter_176
-0.35361814,-0.26603648,-0.13905564,-0.23000085,0.08915988,-0.0473475,filter_177
-0.44612578,-0.2475936,-0.28310162,-0.011665056,-0.28771907,0.012148525,filter_178
0.22015402,0.24854907,0.1780452,0.017158741,-0.38001436,0.19145276,filter_179
-0.040852208,0.009027082,-0.038380586,0.14041439,-0.094884254,0.15006658,filter_180
-0.05601586,-0.055382185,-0.053361904,0.17862539,0.306539,0.07191587,filter_181
0.09657274,-0.0583203,0.043554936,0.04056479,-0.024112131,0.21390578,filter_182
0.12350207,0.036852602,-0.009890906,-0.17450875,-0.0696715,-0.08836009,filter_183
0.012575678,0.1461603,0.038689513,0.4140375,0.29382834,-0.007087397,filter_184
0.27500108,0.25877193,0.24367008,-0.012275606,0.13028151,0.114778996,filter_185
-0.16517721,-0.12672833,-0.12686527,-0.06216104,0.1962196,-0.09099846,filter_186
-0.07355552,0.055511914,-0.1183454,-0.17123193,-0.16201854,-0.40345803,filter_187
0.15217839,0.12722243,0.08076272,0.012269703,-0.062077172,-0.3699866,filter_188
-0.2926622,-0.25853932,-0.24501179,-0.19018613,0.23494792,0.01918988,filter_189
-0.05288764,-0.034139503,-0.1326246,-0.28573135,-0.053830147,-0.11970913,filter_190
0.0052295723,0.10206397,-0.015352423,-0.013342857,-0.13844107,-0.00031425114,filter_191
-0.047424566,-0.12376565,0.009241719,-0.07660329,0.017162539,0.06359815,filter_192
-0.42294607,-0.40433702,-0.19490638,-0.009844257,0.057890847,0.058094762,filter_193
0.10360119,0.2093306,0.071164526,0.015792558,-0.004148833,0.010617446,filter_194
0.08138949,-0.032903794,0.13707696,-0.15601537,0.31635106,0.105145015,filter_195
0.19720405,0.40513843,0.11046564,0.018037632,-0.1976822,-0.060384057,filter_196
-0.21363609,-0.33861917,-0.22005618,-0.1950739,-0.016578157,-0.042445295,filter_197
-0.08833362,-0.07559437,-0.051529747,-0.09021317,-0.18304515,-0.01652451,filter_198
-0.17941098,-0.24923022,-0.059771124,0.14377959,0.06663198,0.30236164,filter_199
0.21895927,0.08345411,0.12732202,-0.09124805,0.030772818,-0.22261526,filter_200
0.17738912,0.18291797,0.144269,0.20400652,-0.026733447,0.096121885,filter_201
0.1302919,0.1325018,0.10941944,0.093577564,-0.071810745,0.118265055,filter_202
0.12836476,0.14566292,0.07840415,0.15779625,-0.011534794,-0.15647152,filter_203
-0.109364435,-0.08592424,0.009510544,0.13091417,0.1088793,-0.00418763,filter_204
0.114214204,0.13249089,0.05561394,0.07563428,0.056866467,-0.019506069,filter_205
-0.22452898,-0.21793406,-0.29371625,-0.19149359,0.12084986,-0.14816338,filter_206
0.2167072,0.13676651,0.13214341,0.23611921,0.10124282,-0.11312426,filter_207
0.20528938,0.13123138,0.19817553,-0.13809557,-0.12302829,0.15983224,filter_208
-0.004055103,-0.06840308,0.032156404,0.1926129,0.084367506,0.08376779,filter_209
0.1650741,0.12179804,0.14599052,0.023805754,-0.3136898,-0.00602239,filter_210
0.121912904,0.14391784,0.14233896,0.030237561,0.3089339,0.11794838,filter_211
0.15802512,0.006883471,0.15637267,0.10702215,-0.1902934,0.19269925,filter_212
-0.016959509,-0.002860594,0.1069293,0.047449853,-0.20294589,-0.25174275,filter_213
0.21869357,0.08615984,0.13768367,0.006225611,0.14322197,0.16821232,filter_214
0.20176223,-0.044734366,0.1034526,0.37967587,-0.035337847,0.20767151,filter_215
0.0016428357,0.022380525,-0.111117914,-0.31965697,0.2149791,-0.14708354,filter_216
-0.030003296,-0.1681815,-0.14934476,0.15555684,-0.3020392,-0.12313457,filter_217
-0.36801204,-0.23649718,-0.28342214,0.21883178,0.022187145,0.07614992,filter_218
-0.496842,-0.42892504,-0.20077077,-0.11465835,-0.018677048,-0.24125266,filter_219
0.26315966,0.23343676,0.08416926,0.074542254,0.11582218,-0.09822338,filter_220
0.22431049,0.08572653,0.3085386,-0.026705064,-0.14986515,-0.10853486,filter_221
-0.072779864,0.003129559,-0.021906966,0.064510435,-0.01395846,0.057225447,filter_222
-0.06972739,-0.27930877,-0.06690754,-0.0035835335,-0.02188517,0.10443531,filter_223
0.08117632,0.080521435,0.028314034,-0.119651236,0.04884687,-0.30958813,filter_224
0.054308806,0.061848726,0.03567841,0.06170154,0.095602594,-0.2132734,filter_225
0.23376101,0.13832366,0.13174096,-0.2795013,-0.28533518,-0.21927218,filter_226
0.22333759,0.14076503,0.16503978,-0.12671657,-0.017745666,-0.019661218,filter_227
0.23776898,0.0056206016,0.15283068,0.098441504,0.08050166,0.12491136,filter_228
-0.0195743,-0.095479734,-0.011320809,-0.03867669,-0.08740124,0.05401834,filter_229
0.00900373,0.088843636,-0.01877051,0.16426982,0.09662123,0.0021097653,filter_230
0.09226599,0.0051443963,0.084468186,-0.22527067,0.17943104,-0.14481445,filter_231
0.0021768664,0.10395234,0.075647645,-0.07531041,-0.09858753,-0.13459882,filter_232
0.15468073,0.068555005,0.12639119,-0.1407416,0.054186486,-0.07797137,filter_233
0.07279089,0.09254645,0.08179073,0.13184725,0.085711464,0.092923075,filter_234
0.036862932,0.038359597,0.011152965,0.10581808,-0.03992844,0.0021610258,filter_235
-0.0025923804,0.13362925,-0.007352216,0.1396955,0.19722293,0.11147071,filter_236
0.2627598,0.2769946,0.117875546,-0.020309288,-0.09764563,0.06999433,filter_237
0.026581004,-0.0066138846,0.021448309,-0.06718815,0.10243563,-0.019808939,filter_238
-0.21915185,-0.57934695,-0.112513445,0.07633029,-0.069598995,-0.11150609,filter_239
0.0419217,0.099234685,0.00942282,0.06539257,-0.021219876,-0.04022939,filter_240
-0.3423625,-0.44271243,-0.27785677,-0.19172804,-0.11622493,-0.020198831,filter_241
-0.029084472,-0.035602033,-0.018503886,-0.008223204,-0.10546406,-0.085497126,filter_242
-0.33106288,-0.2683744,-0.2680176,-0.21727882,0.18352999,-0.139643,filter_243
-0.115514584,-0.15227991,0.032175887,0.023517966,0.09926242,0.08047295,filter_244
-0.07976396,-0.07711913,0.052565243,0.021723941,0.04305689,0.013940199,filter_245
0.04532825,0.13087067,-0.001823215,-0.2243952,0.012432525,-0.14195439,filter_246
-0.29678947,-0.25554764,-0.23025219,0.2707948,-0.06806266,0.2854362,filter_247
0.13151471,0.12367189,0.0056630387,0.20982373,-0.024196196,0.024578802,filter_248
0.033414543,-0.21347763,-0.08553649,-0.20250937,-0.09483623,-0.3818511,filter_249
-0.2719571,-0.06086239,-0.16690466,0.161382,-0.13531032,0.45518342,filter_250
-0.1556214,-0.4450838,-0.25249445,-0.077891685,0.14702672,-0.30928078,filter_251
-0.01773129,-0.21657869,-0.013293775,-0.104881465,-0.044167608,-0.039037783,filter_252
-0.13375497,-0.00558617,-0.13009296,-0.023655228,-0.03376376,0.085577816,filter_253
-0.027259534,-0.05418272,-0.053620126,-0.2950701,-0.041561652,-0.08491234,filter_254
-0.09117548,-0.084690146,0.00036978198,0.30661592,-0.09652454,-0.04525322,filter_255
